subject,activity,har_label,is_fall,in_har,mmwave_path,imu_path,start_time,n_reps,cut_timestamps
8,pickup,4,0,1,node_1/mmWave/data/20240528195615_node_1_modality_mmwave_subject_8_activity_pickup_trial_4.pickle,imu/20240528195614_node_1_modality_imu.pickle,2024-05-28 19:56:14.810,11,"['2024-05-28 19.56.19.710', '2024-05-28 19.56.25.110', '2024-05-28 19.56.30.243', '2024-05-28 19.56.36.318', '2024-05-28 19.56.41.926', '2024-05-28 19.56.48.010', '2024-05-28 19.56.55.301', '2024-05-28 19.57.01.851', '2024-05-28 19.57.08.135', '2024-05-28 19.57.13.943', '2024-05-28 19.57.20.493']"
9,sit,0,0,1,node_1/mmWave/data/20240529144357_node_1_modality_mmwave_subject_9_activity_sit_trial_1.pickle,imu/20240529144356_node_1_modality_imu.pickle,2024-05-29 14:43:56.730,11,"['2024-05-29 14.44.04.955', '2024-05-29 14.44.09.721', '2024-05-29 14.44.16.655', '2024-05-29 14.44.23.663', '2024-05-29 14.44.32.355', '2024-05-29 14.44.41.621', '2024-05-29 14.44.50.146', '2024-05-29 14.44.58.163', '2024-05-29 14.45.04.430', '2024-05-29 14.45.12.946', '2024-05-29 14.45.20.546']"
9,walk,1,0,1,node_1/mmWave/data/20240529150408_node_1_modality_mmwave_subject_9_activity_walk_trial_4.pickle,imu/20240529150406_node_1_modality_imu.pickle,2024-05-29 15:04:08.172,11,"['2024-05-29 15.04.12.238', '2024-05-29 15.04.19.105', '2024-05-29 15.04.25.538', '2024-05-29 15.04.31.772', '2024-05-29 15.04.37.855', '2024-05-29 15.04.43.938', '2024-05-29 15.04.51.297', '2024-05-29 15.04.58.438', '2024-05-29 15.05.05.230', '2024-05-29 15.05.12.447', '2024-05-29 15.05.23.555']"
9,jog,10,0,1,node_1/mmWave/data/20240529151843_node_1_modality_mmwave_subject_9_activity_jog_trial_2.pickle,imu/20240529151840_node_1_modality_imu.pickle,2024-05-29 15:18:41.670,10,"['2024-05-29 15.18.47.945', '2024-05-29 15.18.56.586', '2024-05-29 15.19.04.311', '2024-05-29 15.19.12.886', '2024-05-29 15.19.20.895', '2024-05-29 15.19.29.186', '2024-05-29 15.19.37.761', '2024-05-29 15.19.44.845', '2024-05-29 15.19.50.870', '2024-05-29 15.19.55.120']"
9,falldown,-1,1,0,node_1/mmWave/data/20240529152223_node_1_modality_mmwave_subject_9_activity_falldown_trial_1.pickle,imu/20240529152222_node_1_modality_imu.pickle,2024-05-29 15:22:23.413,11,"['2024-05-29 15.22.27.088', '2024-05-29 15.22.45.513', '2024-05-29 15.22.58.338', '2024-05-29 15.23.13.288', '2024-05-29 15.23.25.579', '2024-05-29 15.23.39.729', '2024-05-29 15.23.51.613', '2024-05-29 15.24.01.363', '2024-05-29 15.24.15.921', '2024-05-29 15.24.30.213', '2024-05-29 15.24.44.896']"
9,squat,5,0,1,node_1/mmWave/data/20240529153948_node_1_modality_mmwave_subject_9_activity_squat_trial_1.pickle,imu/20240529153946_node_1_modality_imu.pickle,2024-05-29 15:39:47.629,12,"['2024-05-29 15.39.51.529', '2024-05-29 15.39.56.337', '2024-05-29 15.40.01.479', '2024-05-29 15.40.05.787', '2024-05-29 15.40.10.429', '2024-05-29 15.40.14.687', '2024-05-29 15.40.19.437', '2024-05-29 15.40.24.087', '2024-05-29 15.40.27.954', '2024-05-29 15.40.32.487', '2024-05-29 15.40.37.187', '2024-05-29 15.40.41.662']"
9,lunge,6,0,1,node_1/mmWave/data/20240529154353_node_1_modality_mmwave_subject_9_activity_lunge_trial_2.pickle,imu/20240529154351_node_1_modality_imu.pickle,2024-05-29 15:43:52.028,15,"['2024-05-29 15.43.56.294', '2024-05-29 15.44.01.278', '2024-05-29 15.44.05.636', '2024-05-29 15.44.10.003', '2024-05-29 15.44.14.911', '2024-05-29 15.44.19.094', '2024-05-29 15.44.23.269', '2024-05-29 15.44.27.636', '2024-05-29 15.44.31.753', '2024-05-29 15.44.35.378', '2024-05-29 15.44.39.678', '2024-05-29 15.44.43.419', '2024-05-29 15.44.46.986', '2024-05-29 15.44.50.369', '2024-05-29 15.44.54.361']"
9,turn,9,0,1,node_1/mmWave/data/20240529155749_node_1_modality_mmwave_subject_9_activity_turn_trial_2.pickle,imu/20240529155747_node_1_modality_imu.pickle,2024-05-29 15:57:48.926,13,"['2024-05-29 15.57.53.559', '2024-05-29 15.57.57.751', '2024-05-29 15.58.01.776', '2024-05-29 15.58.05.384', '2024-05-29 15.58.08.667', '2024-05-29 15.58.11.584', '2024-05-29 15.58.14.551', '2024-05-29 15.58.18.367', '2024-05-29 15.58.21.442', '2024-05-29 15.58.25.151', '2024-05-29 15.58.29.442', '2024-05-29 15.58.32.676', '2024-05-29 15.58.36.759']"
9,legraise,7,0,1,node_1/mmWave/data/20240529160703_node_1_modality_mmwave_subject_9_activity_legraise_trial_2.pickle,imu/20240529160700_node_1_modality_imu.pickle,2024-05-29 16:07:01.516,13,"['2024-05-29 16.07.05.941', '2024-05-29 16.07.09.924', '2024-05-29 16.07.13.757', '2024-05-29 16.07.17.691', '2024-05-29 16.07.20.857', '2024-05-29 16.07.24.341', '2024-05-29 16.07.27.816', '2024-05-29 16.07.30.982', '2024-05-29 16.07.34.099', '2024-05-29 16.07.37.216', '2024-05-29 16.07.40.741', '2024-05-29 16.07.44.324', '2024-05-29 16.07.47.641']"
9,stagger,11,0,1,node_1/mmWave/data/20240529182726_node_1_modality_mmwave_subject_9_activity_stagger_trial_1.pickle,imu/20240529182723_node_1_modality_imu.pickle,2024-05-29 18:27:25.114,12,"['2024-05-29 18.27.26.755', '2024-05-29 18.27.44.489', '2024-05-29 18.27.51.597', '2024-05-29 18.28.01.155', '2024-05-29 18.28.09.647', '2024-05-29 18.28.18.989', '2024-05-29 18.28.29.497', '2024-05-29 18.28.38.939', '2024-05-29 18.28.46.797', '2024-05-29 18.28.56.564', '2024-05-29 18.29.06.964', '2024-05-29 18.29.19.805']"
9,stretchoneself,8,0,1,node_1/mmWave/data/20240529183739_node_1_modality_mmwave_subject_9_activity_stretchoneself_trial_1.pickle,imu/20240529183736_node_1_modality_imu.pickle,2024-05-29 18:37:36.945,9,"['2024-05-29 18.37.41.586', '2024-05-29 18.37.48.661', '2024-05-29 18.37.56.470', '2024-05-29 18.38.05.095', '2024-05-29 18.38.14.878', '2024-05-29 18.38.27.128', '2024-05-29 18.38.42.745', '2024-05-29 18.38.53.103', '2024-05-29 18.39.05.186']"
9,sleep,2,0,1,node_1/mmWave/data/20240529184714_node_1_modality_mmwave_subject_9_activity_sleep_trial_2.pickle,imu/20240529184712_node_1_modality_imu.pickle,2024-05-29 18:47:12.695,10,"['2024-05-29 18.47.16.828', '2024-05-29 18.47.23.961', '2024-05-29 18.47.29.486', '2024-05-29 18.47.38.578', '2024-05-29 18.47.46.903', '2024-05-29 18.47.54.511', '2024-05-29 18.48.00.636', '2024-05-29 18.48.06.336', '2024-05-29 18.48.12.820', '2024-05-29 18.48.17.695']"
9,bow,3,0,1,node_1/mmWave/data/20240529190614_node_1_modality_mmwave_subject_9_activity_bow_trial_2.pickle,imu/20240529190611_node_1_modality_imu.pickle,2024-05-29 19:06:12.353,11,"['2024-05-29 19.06.17.419', '2024-05-29 19.06.22.344', '2024-05-29 19.06.27.211', '2024-05-29 19.06.32.528', '2024-05-29 19.06.36.736', '2024-05-29 19.06.40.019', '2024-05-29 19.06.44.569', '2024-05-29 19.06.48.619', '2024-05-29 19.06.53.053', '2024-05-29 19.06.56.886', '2024-05-29 19.07.02.353']"
9,pickup,4,0,1,node_1/mmWave/data/20240529190842_node_1_modality_mmwave_subject_9_activity_pickup_trial_2.pickle,imu/20240529190839_node_1_modality_imu.pickle,2024-05-29 19:08:40.768,14,"['2024-05-29 19.08.45.118', '2024-05-29 19.08.49.501', '2024-05-29 19.08.53.709', '2024-05-29 19.08.57.626', '2024-05-29 19.09.01.318', '2024-05-29 19.09.06.734', '2024-05-29 19.09.12.268', '2024-05-29 19.09.16.359', '2024-05-29 19.09.21.493', '2024-05-29 19.09.26.568', '2024-05-29 19.09.30.884', '2024-05-29 19.09.35.093', '2024-05-29 19.09.40.459', '2024-05-29 19.09.45.243']"
8,stagger,11,0,1,node_1/mmWave/data/20240530134134_node_1_modality_mmwave_subject_8_activity_stagger_trial_1.pickle,imu/20240530134132_node_1_modality_imu.pickle,2024-05-30 13:41:33.367,11,"['2024-05-30 13.41.37.967', '2024-05-30 13.41.46.083', '2024-05-30 13.41.53.100', '2024-05-30 13.42.00.933', '2024-05-30 13.42.08.592', '2024-05-30 13.42.17.892', '2024-05-30 13.42.26.908', '2024-05-30 13.42.35.475', '2024-05-30 13.42.44.042', '2024-05-30 13.42.52.525', '2024-05-30 13.43.00.725']"
8,stretchoneself,8,0,1,node_1/mmWave/data/20240530140039_node_1_modality_mmwave_subject_8_activity_stretchoneself_trial_2.pickle,imu/20240530140037_node_1_modality_imu.pickle,2024-05-30 14:00:39.007,11,"['2024-05-30 14.00.44.498', '2024-05-30 14.00.51.273', '2024-05-30 14.00.57.240', '2024-05-30 14.01.04.090', '2024-05-30 14.01.10.348', '2024-05-30 14.01.17.423', '2024-05-30 14.01.24.565', '2024-05-30 14.01.31.932', '2024-05-30 14.01.39.523', '2024-05-30 14.01.46.965', '2024-05-30 14.01.54.257']"
10,sit,0,0,1,node_1/mmWave/data/20240530172759_node_1_modality_mmwave_subject_10_activity_sit_trial_1.pickle,imu/20240530172757_node_1_modality_imu.pickle,2024-05-30 17:27:57.467,10,"['2024-05-30 17.28.02.850', '2024-05-30 17.28.11.533', '2024-05-30 17.28.18.017', '2024-05-30 17.28.23.433', '2024-05-30 17.28.28.733', '2024-05-30 17.28.34.483', '2024-05-30 17.28.39.900', '2024-05-30 17.28.44.183', '2024-05-30 17.28.48.467', '2024-05-30 17.28.53.658']"
10,walk,1,0,1,node_1/mmWave/data/20240530173139_node_1_modality_mmwave_subject_10_activity_walk_trial_1.pickle,imu/20240530173137_node_1_modality_imu.pickle,2024-05-30 17:31:38.543,11,"['2024-05-30 17.31.44.201', '2024-05-30 17.31.51.251', '2024-05-30 17.31.55.259', '2024-05-30 17.31.59.526', '2024-05-30 17.32.02.718', '2024-05-30 17.32.07.284', '2024-05-30 17.32.10.834', '2024-05-30 17.32.15.001', '2024-05-30 17.32.18.093', '2024-05-30 17.32.21.084', '2024-05-30 17.32.24.084']"
10,bow,3,0,1,node_1/mmWave/data/20240530174104_node_1_modality_mmwave_subject_10_activity_bow_trial_4.pickle,imu/20240530174102_node_1_modality_imu.pickle,2024-05-30 17:41:03.232,11,"['2024-05-30 17.41.07.565', '2024-05-30 17.41.10.798', '2024-05-30 17.41.13.882', '2024-05-30 17.41.17.107', '2024-05-30 17.41.20.340', '2024-05-30 17.41.23.715', '2024-05-30 17.41.27.098', '2024-05-30 17.41.30.673', '2024-05-30 17.41.34.340', '2024-05-30 17.41.37.232', '2024-05-30 17.41.40.557']"
10,sleep,2,0,1,node_1/mmWave/data/20240530175042_node_1_modality_mmwave_subject_10_activity_sleep_trial_4.pickle,imu/20240530175038_node_1_modality_imu.pickle,2024-05-30 17:50:40.389,10,"['2024-05-30 17.50.43.672', '2024-05-30 17.50.49.564', '2024-05-30 17.50.55.739', '2024-05-30 17.51.02.464', '2024-05-30 17.51.10.622', '2024-05-30 17.51.16.464', '2024-05-30 17.51.23.630', '2024-05-30 17.51.30.572', '2024-05-30 17.51.35.255', '2024-05-30 17.51.40.439']"
10,jog,10,0,1,node_1/mmWave/data/20240530175650_node_1_modality_mmwave_subject_10_activity_jog_trial_1.pickle,imu/20240530175648_node_1_modality_imu.pickle,2024-05-30 17:56:49.544,10,"['2024-05-30 17.56.52.219', '2024-05-30 17.56.55.502', '2024-05-30 17.56.58.544', '2024-05-30 17.57.01.027', '2024-05-30 17.57.04.102', '2024-05-30 17.57.06.285', '2024-05-30 17.57.08.977', '2024-05-30 17.57.11.460', '2024-05-30 17.57.14.419', '2024-05-30 17.57.18.285']"
10,falldown,-1,1,0,node_1/mmWave/data/20240530175907_node_1_modality_mmwave_subject_10_activity_falldown_trial_1.pickle,imu/20240530175905_node_1_modality_imu.pickle,2024-05-30 17:59:06.436,10,"['2024-05-30 17.59.09.536', '2024-05-30 17.59.27.102', '2024-05-30 17.59.36.777', '2024-05-30 17.59.48.027', '2024-05-30 17.59.58.544', '2024-05-30 18.00.08.011', '2024-05-30 18.00.17.894', '2024-05-30 18.00.26.519', '2024-05-30 18.00.33.244', '2024-05-30 18.00.46.286']"
10,squat,5,0,1,node_1/mmWave/data/20240530180838_node_1_modality_mmwave_subject_10_activity_squat_trial_2.pickle,imu/20240530180836_node_1_modality_imu.pickle,2024-05-30 18:08:37.256,11,"['2024-05-30 18.08.40.689', '2024-05-30 18.08.44.331', '2024-05-30 18.08.48.331', '2024-05-30 18.08.52.147', '2024-05-30 18.08.55.556', '2024-05-30 18.08.59.139', '2024-05-30 18.09.02.481', '2024-05-30 18.09.06.181', '2024-05-30 18.09.10.064', '2024-05-30 18.09.13.347', '2024-05-30 18.09.18.356']"
10,lunge,6,0,1,node_1/mmWave/data/20240530181110_node_1_modality_mmwave_subject_10_activity_lunge_trial_1.pickle,imu/20240530181108_node_1_modality_imu.pickle,2024-05-30 18:11:10.013,11,"['2024-05-30 18.11.13.546', '2024-05-30 18.11.17.438', '2024-05-30 18.11.21.371', '2024-05-30 18.11.24.721', '2024-05-30 18.11.28.354', '2024-05-30 18.11.31.788', '2024-05-30 18.11.34.754', '2024-05-30 18.11.38.063', '2024-05-30 18.11.41.163', '2024-05-30 18.11.44.671', '2024-05-30 18.11.48.646']"
10,turn,9,0,1,node_1/mmWave/data/20240530181516_node_1_modality_mmwave_subject_10_activity_turn_trial_2.pickle,imu/20240530181513_node_1_modality_imu.pickle,2024-05-30 18:15:14.893,11,"['2024-05-30 18.15.18.976', '2024-05-30 18.15.22.026', '2024-05-30 18.15.25.193', '2024-05-30 18.15.28.643', '2024-05-30 18.15.31.768', '2024-05-30 18.15.34.859', '2024-05-30 18.15.38.059', '2024-05-30 18.15.40.576', '2024-05-30 18.15.44.093', '2024-05-30 18.15.46.934', '2024-05-30 18.15.50.493']"
10,legraise,7,0,1,node_1/mmWave/data/20240530181901_node_1_modality_mmwave_subject_10_activity_legraise_trial_1.pickle,imu/20240530181859_node_1_modality_imu.pickle,2024-05-30 18:19:01.004,11,"['2024-05-30 18.19.04.104', '2024-05-30 18.19.08.337', '2024-05-30 18.19.12.395', '2024-05-30 18.19.16.587', '2024-05-30 18.19.20.954', '2024-05-30 18.19.24.479', '2024-05-30 18.19.27.329', '2024-05-30 18.19.30.720', '2024-05-30 18.19.33.754', '2024-05-30 18.19.37.012', '2024-05-30 18.19.40.579']"
10,pickup,4,0,1,node_1/mmWave/data/20240530184450_node_1_modality_mmwave_subject_10_activity_pickup_trial_2.pickle,imu/20240530184448_node_1_modality_imu.pickle,2024-05-30 18:44:49.825,9,"['2024-05-30 18.44.53.108', '2024-05-30 18.44.56.950', '2024-05-30 18.45.00.958', '2024-05-30 18.45.06.083', '2024-05-30 18.45.14.516', '2024-05-30 18.45.19.433', '2024-05-30 18.45.24.825', '2024-05-30 18.45.31.925', '2024-05-30 18.45.39.716']"
10,stagger,11,0,1,node_1/mmWave/data/20240530205718_node_1_modality_mmwave_subject_10_activity_stagger_trial_1.pickle,imu/20240530205715_node_1_modality_imu.pickle,2024-05-30 20:57:16.869,11,"['2024-05-30 20.57.19.560', '2024-05-30 20.57.26.177', '2024-05-30 20.57.32.460', '2024-05-30 20.57.37.444', '2024-05-30 20.57.43.835', '2024-05-30 20.57.49.669', '2024-05-30 20.57.55.044', '2024-05-30 20.58.00.360', '2024-05-30 20.58.05.969', '2024-05-30 20.58.11.569', '2024-05-30 20.58.16.827']"
10,stretchoneself,8,0,1,node_1/mmWave/data/20240530210643_node_1_modality_mmwave_subject_10_activity_stretchoneself_trial_1.pickle,imu/20240530210640_node_1_modality_imu.pickle,2024-05-30 21:06:42.226,10,"['2024-05-30 21.06.48.851', '2024-05-30 21.06.54.734', '2024-05-30 21.06.59.951', '2024-05-30 21.07.04.209', '2024-05-30 21.07.07.751', '2024-05-30 21.07.12.292', '2024-05-30 21.07.16.459', '2024-05-30 21.07.21.001', '2024-05-30 21.07.27.176', '2024-05-30 21.07.32.392']"
111,sit,0,0,1,node_1/mmWave/data/20240914130857_node_1_modality_mmwave_subject_111_activity_sit_trial_2.pickle,imu/20240914130853_node_1_modality_imu.pickle,2024-09-14 13:08:54.958,13,"['2024-09-14 13.08.59.133', '2024-09-14 13.09.08.024', '2024-09-14 13.09.16.099', '2024-09-14 13.09.24.633', '2024-09-14 13.09.32.708', '2024-09-14 13.09.40.791', '2024-09-14 13.09.48.783', '2024-09-14 13.09.56.141', '2024-09-14 13.10.03.416', '2024-09-14 13.10.10.058', '2024-09-14 13.10.17.774', '2024-09-14 13.10.26.041', '2024-09-14 13.10.34.658']"
111,walk,1,0,1,node_1/mmWave/data/20240914131249_node_1_modality_mmwave_subject_111_activity_walk_trial_1.pickle,imu/20240914131245_node_1_modality_imu.pickle,2024-09-14 13:12:46.568,9,"['2024-09-14 13.12.51.551', '2024-09-14 13.13.00.976', '2024-09-14 13.13.08.784', '2024-09-14 13.13.16.409', '2024-09-14 13.13.25.568', '2024-09-14 13.13.34.001', '2024-09-14 13.13.51.951', '2024-09-14 13.14.15.743', '2024-09-14 13.14.26.601']"
111,bow,3,0,1,node_1/mmWave/data/20240914131556_node_1_modality_mmwave_subject_111_activity_bow_trial_1.pickle,imu/20240914131553_node_1_modality_imu.pickle,2024-09-14 13:15:54.564,6,"['2024-09-14 13.16.00.597', '2024-09-14 13.16.08.380', '2024-09-14 13.16.13.605', '2024-09-14 13.16.18.797', '2024-09-14 13.16.24.105', '2024-09-14 13.16.29.339']"
111,sleep,2,0,1,node_1/mmWave/data/20240914131749_node_1_modality_mmwave_subject_111_activity_sleep_trial_1.pickle,imu/20240914131746_node_1_modality_imu.pickle,2024-09-14 13:17:48.162,11,"['2024-09-14 13.17.51.720', '2024-09-14 13.17.57.628', '2024-09-14 13.18.02.862', '2024-09-14 13.18.07.353', '2024-09-14 13.18.14.178', '2024-09-14 13.18.22.028', '2024-09-14 13.18.29.420', '2024-09-14 13.18.35.395', '2024-09-14 13.18.41.820', '2024-09-14 13.18.47.453', '2024-09-14 13.18.51.262']"
111,jog,10,0,1,node_1/mmWave/data/20240914132312_node_1_modality_mmwave_subject_111_activity_jog_trial_1.pickle,imu/20240914132309_node_1_modality_imu.pickle,2024-09-14 13:23:10.397,5,"['2024-09-14 13.23.14.863', '2024-09-14 13.23.26.747', '2024-09-14 13.23.39.430', '2024-09-14 13.23.47.513', '2024-09-14 13.23.55.705']"
111,falldown,-1,1,0,node_1/mmWave/data/20240914132916_node_1_modality_mmwave_subject_111_activity_falldown_trial_1.pickle,imu/20240914132912_node_1_modality_imu.pickle,2024-09-14 13:29:13.730,8,"['2024-09-14 13.29.19.571', '2024-09-14 13.29.28.363', '2024-09-14 13.29.38.813', '2024-09-14 13.29.46.355', '2024-09-14 13.29.57.796', '2024-09-14 13.30.06.013', '2024-09-14 13.30.16.705', '2024-09-14 13.30.27.813']"
102,squat,5,0,1,node_1/mmWave/data/20240914144503_node_1_modality_mmwave_subject_102_activity_squat_trial_1.pickle,imu/20240914144500_node_1_modality_imu.pickle,2024-09-14 14:45:00.263,11,"['2024-09-14 14.45.05.904', '2024-09-14 14.45.12.671', '2024-09-14 14.45.18.796', '2024-09-14 14.45.25.621', '2024-09-14 14.45.32.329', '2024-09-14 14.45.38.771', '2024-09-14 14.45.44.571', '2024-09-14 14.45.51.021', '2024-09-14 14.45.57.788', '2024-09-14 14.46.03.654', '2024-09-14 14.46.09.254']"
102,lunge,6,0,1,node_1/mmWave/data/20240914144733_node_1_modality_mmwave_subject_102_activity_lunge_trial_1.pickle,imu/20240914144731_node_1_modality_imu.pickle,2024-09-14 14:47:32.415,12,"['2024-09-14 14.47.35.190', '2024-09-14 14.47.42.281', '2024-09-14 14.47.48.090', '2024-09-14 14.47.53.523', '2024-09-14 14.47.59.715', '2024-09-14 14.48.05.081', '2024-09-14 14.48.09.931', '2024-09-14 14.48.15.681', '2024-09-14 14.48.21.040', '2024-09-14 14.48.26.090', '2024-09-14 14.48.32.090', '2024-09-14 14.48.37.898']"
102,turn,9,0,1,node_1/mmWave/data/20240914144936_node_1_modality_mmwave_subject_102_activity_turn_trial_1.pickle,imu/20240914144932_node_1_modality_imu.pickle,2024-09-14 14:49:33.739,10,"['2024-09-14 14.49.38.089', '2024-09-14 14.49.46.939', '2024-09-14 14.49.55.205', '2024-09-14 14.50.03.122', '2024-09-14 14.50.12.764', '2024-09-14 14.50.22.180', '2024-09-14 14.50.29.372', '2024-09-14 14.50.36.639', '2024-09-14 14.50.46.064', '2024-09-14 14.50.52.605']"
102,legraise,7,0,1,node_1/mmWave/data/20240914145506_node_1_modality_mmwave_subject_102_activity_legraise_trial_1.pickle,imu/20240914145503_node_1_modality_imu.pickle,2024-09-14 14:55:03.978,11,"['2024-09-14 14.55.07.619', '2024-09-14 14.55.16.086', '2024-09-14 14.55.22.911', '2024-09-14 14.55.27.903', '2024-09-14 14.55.35.253', '2024-09-14 14.55.42.728', '2024-09-14 14.55.49.161', '2024-09-14 14.55.55.136', '2024-09-14 14.56.01.828', '2024-09-14 14.56.07.211', '2024-09-14 14.56.12.853']"
102,pickup,4,0,1,node_1/mmWave/data/20240914154517_node_1_modality_mmwave_subject_102_activity_pickup_trial_2.pickle,imu/20240914154515_node_1_modality_imu.pickle,2024-09-14 15:45:16.035,11,"['2024-09-14 15.45.20.101', '2024-09-14 15.45.28.843', '2024-09-14 15.45.35.126', '2024-09-14 15.45.42.401', '2024-09-14 15.45.50.410', '2024-09-14 15.45.57.493', '2024-09-14 15.46.02.385', '2024-09-14 15.46.08.410', '2024-09-14 15.46.14.626', '2024-09-14 15.46.19.860', '2024-09-14 15.46.25.943']"
104,stagger,11,0,1,node_1/mmWave/data/20240914171901_node_1_modality_mmwave_subject_104_activity_stagger_trial_1.pickle,imu/20240914171857_node_1_modality_imu.pickle,2024-09-14 17:18:58.000,11,"['2024-09-14 17.19.01.508', '2024-09-14 17.19.06.658', '2024-09-14 17.19.11.233', '2024-09-14 17.19.15.916', '2024-09-14 17.19.20.650', '2024-09-14 17.19.25.433', '2024-09-14 17.19.30.108', '2024-09-14 17.19.34.325', '2024-09-14 17.19.38.791', '2024-09-14 17.19.43.266', '2024-09-14 17.19.48.625']"
104,stretchoneself,8,0,1,node_1/mmWave/data/20240914172422_node_1_modality_mmwave_subject_104_activity_stretchoneself_trial_1.pickle,imu/20240914172419_node_1_modality_imu.pickle,2024-09-14 17:24:19.000,11,"['2024-09-14 17.24.22.991', '2024-09-14 17.24.26.875', '2024-09-14 17.24.30.533', '2024-09-14 17.24.34.766', '2024-09-14 17.24.39.133', '2024-09-14 17.24.42.883', '2024-09-14 17.24.47.250', '2024-09-14 17.24.51.658', '2024-09-14 17.24.55.808', '2024-09-14 17.25.00.000', '2024-09-14 17.25.05.250']"
101,sit,0,0,1,node_1/mmWave/data/20240914194339_node_1_modality_mmwave_subject_101_activity_sit_trial_1.pickle,imu/20240914194335_node_1_modality_imu.pickle,2024-09-14 19:43:37.904,9,"['2024-09-14 19.43.41.795', '2024-09-14 19.43.49.987', '2024-09-14 19.43.54.487', '2024-09-14 19.43.58.979', '2024-09-14 19.44.03.262', '2024-09-14 19.44.07.670', '2024-09-14 19.44.11.795', '2024-09-14 19.44.16.287', '2024-09-14 19.44.22.570']"
101,walk,1,0,1,node_1/mmWave/data/20240914194619_node_1_modality_mmwave_subject_101_activity_walk_trial_1.pickle,imu/20240914194617_node_1_modality_imu.pickle,2024-09-14 19:46:17.111,9,"['2024-09-14 19.46.20.694', '2024-09-14 19.46.29.611', '2024-09-14 19.46.37.902', '2024-09-14 19.46.45.244', '2024-09-14 19.46.51.336', '2024-09-14 19.46.57.936', '2024-09-14 19.47.04.486', '2024-09-14 19.47.10.919', '2024-09-14 19.47.19.102']"
101,bow,3,0,1,node_1/mmWave/data/20240914194948_node_1_modality_mmwave_subject_101_activity_bow_trial_2.pickle,imu/20240914194944_node_1_modality_imu.pickle,2024-09-14 19:49:44.837,9,"['2024-09-14 19.49.48.712', '2024-09-14 19.49.51.120', '2024-09-14 19.49.53.062', '2024-09-14 19.49.55.320', '2024-09-14 19.50.01.553', '2024-09-14 19.50.07.703', '2024-09-14 19.50.10.137', '2024-09-14 19.50.13.720', '2024-09-14 19.50.17.520']"
101,sleep,2,0,1,node_1/mmWave/data/20240914195108_node_1_modality_mmwave_subject_101_activity_sleep_trial_1.pickle,imu/20240914195105_node_1_modality_imu.pickle,2024-09-14 19:51:06.907,10,"['2024-09-14 19.51.11.623', '2024-09-14 19.51.19.890', '2024-09-14 19.51.27.982', '2024-09-14 19.51.34.907', '2024-09-14 19.51.42.557', '2024-09-14 19.51.48.140', '2024-09-14 19.51.53.223', '2024-09-14 19.51.59.082', '2024-09-14 19.52.03.607', '2024-09-14 19.52.08.240']"
101,jog,10,0,1,node_1/mmWave/data/20240914195751_node_1_modality_mmwave_subject_101_activity_jog_trial_1.pickle,imu/20240914195748_node_1_modality_imu.pickle,2024-09-14 19:57:49.006,11,"['2024-09-14 19.57.52.647', '2024-09-14 19.57.59.664', '2024-09-14 19.58.06.947', '2024-09-14 19.58.13.339', '2024-09-14 19.58.20.139', '2024-09-14 19.58.26.664', '2024-09-14 19.58.33.747', '2024-09-14 19.58.39.856', '2024-09-14 19.58.47.214', '2024-09-14 19.58.55.614', '2024-09-14 19.59.03.664']"
101,falldown,-1,1,0,node_1/mmWave/data/20240914200049_node_1_modality_mmwave_subject_101_activity_falldown_trial_1.pickle,imu/20240914200047_node_1_modality_imu.pickle,2024-09-14 20:00:48.098,8,"['2024-09-14 20.00.51.856', '2024-09-14 20.01.00.289', '2024-09-14 20.01.07.673', '2024-09-14 20.01.15.256', '2024-09-14 20.01.23.298', '2024-09-14 20.01.29.506', '2024-09-14 20.01.37.481', '2024-09-14 20.01.59.381']"
101,squat,5,0,1,node_1/mmWave/data/20240914203253_node_1_modality_mmwave_subject_101_activity_squat_trial_1.pickle,imu/20240914203250_node_1_modality_imu.pickle,2024-09-14 20:32:52.101,11,"['2024-09-14 20.32.56.109', '2024-09-14 20.32.59.517', '2024-09-14 20.33.01.992', '2024-09-14 20.33.04.434', '2024-09-14 20.33.07.251', '2024-09-14 20.33.09.634', '2024-09-14 20.33.12.017', '2024-09-14 20.33.14.217', '2024-09-14 20.33.16.351', '2024-09-14 20.33.18.517', '2024-09-14 20.33.21.209']"
101,lunge,6,0,1,node_1/mmWave/data/20240914203408_node_1_modality_mmwave_subject_101_activity_lunge_trial_1.pickle,imu/20240914203404_node_1_modality_imu.pickle,2024-09-14 20:34:06.352,11,"['2024-09-14 20.34.10.427', '2024-09-14 20.34.13.868', '2024-09-14 20.34.16.485', '2024-09-14 20.34.19.568', '2024-09-14 20.34.22.443', '2024-09-14 20.34.25.752', '2024-09-14 20.34.28.277', '2024-09-14 20.34.31.252', '2024-09-14 20.34.34.168', '2024-09-14 20.34.36.952', '2024-09-14 20.34.40.093']"
101,turn,9,0,1,node_1/mmWave/data/20240914203527_node_1_modality_mmwave_subject_101_activity_turn_trial_1.pickle,imu/20240914203523_node_1_modality_imu.pickle,2024-09-14 20:35:25.957,9,"['2024-09-14 20.35.28.898', '2024-09-14 20.35.35.573', '2024-09-14 20.35.39.682', '2024-09-14 20.35.48.373', '2024-09-14 20.35.52.673', '2024-09-14 20.35.57.732', '2024-09-14 20.36.02.157', '2024-09-14 20.36.06.032', '2024-09-14 20.36.09.190']"
